nserie;datatrafego;placa;velocidade;velocidade_regul;hora
1043;2026-04-08 13:52:38;4660B91227377134A229563CD2AD8966385331EFFF42D8A52D03AC4F6CF6BD1B;58.0;70;13
1043;2026-04-08 13:52:39;5F01E483AC31C635E52984BCAC6554235675A4DBE08EBE613D7C12DA1D791FEF;53.0;70;13
1043;2026-04-08 13:52:45;3D860F9FE851C5900CF101A53C3E4611FBA9EF05E9D3D5AF55D239AC097842B2;52.0;70;13
1043;2026-04-08 13:52:59;0D7FD37754B003082B583B7152C4C0E8F800034DF1A0AF640FC12F890CC8E89A;55.0;70;13
1043;2026-04-08 13:53:36;55D334FC0FE720AF57C8BECC33FB489135843E5C66B94C79BE2513ED7518EDFB;45.0;70;13
1043;2026-04-08 13:53:38;1BAFE6665008227792BD83CF6E771A2974D9CC428A68693A8155E770752A09EF;52.0;70;13
1043;2026-04-08 13:53:48;29CAF584225C9105D19BDA8FDF09956D380B4D8B79658744EE767641A2019B66;60.0;70;13
1043;2026-04-08 13:53:50;5C0EB6EB0E255EFF407165A7B7C1E72712ED65C0793D510DAEA43EE39E1CF920;61.0;70;13
1043;2026-04-08 13:54:07;DCB46AB63163E970F00C35869B3352CD628D50FDAFDCE4AE10A0CC412C7F1D0E;63.0;70;13
1043;2026-04-08 13:54:07;EE25A096EC239B93F226BEB7F9B2589FA9A66D26D0DE53DD3006AACDB57AC5C2;63.0;70;13
1043;2026-04-08 13:54:10;F5905F39D9B00399B83DB89807733AEC9C34515A0C1B67058AE481B2E02B765F;58.0;70;13
1043;2026-04-08 13:54:11;F393E8FA657C87EA2E9DAEAF269FD83E148906A0DD0E50CA2AC8BCB92984A44D;55.0;70;13
1043;2026-04-08 13:54:18;93153423798A14E18C8E39DB266CD1E5796A60E6A4DDBDE08052D9D5E8DBBBA7;57.0;70;13
1043;2026-04-08 13:54:19;0956E4F4038551D7D56BE1FBCC11B9BAE181A447C88D2E51B3ABDB63ECC4666F;54.0;70;13
1043;2026-04-08 13:54:20;3420E63F2F289BB4B610700A2EC9F048B5CCB44C4FD02DBC7AFC746602D187EF;54.0;70;13
1043;2026-04-08 13:54:22;36C48573A6D58989CBF003C1FD298FF9FC74FB7F11C5B5FDC45211EB007F69D9;55.0;70;13
1043;2026-04-08 13:54:23;5E8E86446F8B85F7823361D6DAF9CECD411954E293965F9E6273700CEE279E79;62.0;70;13
1043;2026-04-08 13:54:27;B1AC7404F2C0D3A6D3C65665B37A880CE237B688757AAFB5DEF5A07CACE165A8;54.0;70;13
1043;2026-04-08 13:54:30;A1DDA0A36140F67659719BCDAB298FB886831960C4B6CDB1FAD983A6B06F0382;55.0;70;13
1043;2026-04-08 13:54:33;1236D3D92D1F054849CE603BB1394343C9DC6DAB657F56A02EB7C3A6B4B1C2F1;49.0;70;13
1043;2026-04-08 13:54:35;8F0D2A6511727741E866B5901229E43D11D193DD6D92DE3E47D17BDC53465888;55.0;70;13
1043;2026-04-08 13:54:37;FB6EB125F9BDB9FA3F21E9E86EEB0D7203C228D6BA37B324FE3242B32E9A596B;54.0;70;13
1043;2026-04-08 13:55:16;CE43614B0ED87601DBB621683B48EE87CB2B8FB9C08DA3938A1740D5FFD8CC07;49.0;70;13
1043;2026-04-08 13:55:18;4673406C911DEA6604ACAD1F91876098EA60762BA6681C798F8FB4E5893C6192;59.0;70;13
1043;2026-04-08 13:55:20;1B84D08C5C944194D447B97C89DA97D3C985CF41C2D774A7B21BE2727531CB88;59.0;70;13
1043;2026-04-08 13:55:24;73B0A823F35C929A2418D6E3A78E923F108355AD08D7A5671E1CF3479A8AD7E3;47.0;70;13
1043;2026-04-08 13:55:26;CF8891B66BF9DDF5F06CE0C0C1D1A4A98C42815313C5D368711D15E068024D32;47.0;70;13
1043;2026-04-08 13:55:27;8FF8AE1395A107382EE02AA39AFD89CE3DA3FE8E8E86074AAA9553BD3C1AA4B3;47.0;70;13
1043;2026-04-08 13:55:30;3F8500C84D7D5BF7A0708A1C643E14A9D3A3B7F07C8D2381D0D8D82B44A82B63;62.0;70;13
1043;2026-04-08 13:55:48;B536AEA7651304F8B4C2D1E9DBDCC70AFC42B8E0E076B49C5B009BA56F2FA6B3;66.0;70;13
1043;2026-04-08 13:56:13;0430AE7BABD96A5DAC444CCF18240AE402B78BD3EC7E09B1D599EFF1ECA374BF;50.0;70;13
1043;2026-04-08 13:56:17;061600575A94C396D7080A76BC2B4EC2A58ECA7EA8047908E977104651B40CAD;39.0;70;13
1043;2026-04-08 13:56:18;196D272167EAEED12E991977CAB09EDC2338DF15D2323E05ED9F8C72F9A9D640;44.0;70;13
1043;2026-04-08 13:56:19;F2EC594F3A15B4A862817599A0EC82011C8119CD5181F0D410AC687F0B3FFE4F;46.0;70;13
1043;2026-04-08 13:56:51;A32A89601DFD3B36CEA8DB6F3DF1C1513836562468B5DA5CA4550920FDA43A13;38.0;70;13
1043;2026-04-08 13:56:57;688B9DFF64AAFA812EA3414779AF332F127A86A0A4EEEFAD2E5A80BE53488EA6;47.0;70;13
1043;2026-04-08 13:57:00;BEA39E744670EEB26854ADA750D7BCDC2E9B3E5C8166B30275A24B4EEF016B2F;46.0;70;13
1043;2026-04-08 13:57:03;4DB7486BAB1ADC5BBC43775984C26922FE5975187BE28F08EFA73703E64D9977;52.0;70;13
1043;2026-04-08 13:57:06;7AA1DDFFC4A61A630002EA8ADD4EA7C27C46747B15C86C7D7D7BF65C4333EE18;50.0;70;13
1043;2026-04-08 13:57:08;9687AA0FF69CF1F298386B562E9279CA4198B47F84ECB5E9D36E262106521A2E;47.0;70;13
1043;2026-04-08 13:57:10;0C2CA085FD4C86445D5415FAB78CFB4ACD650FAF0D6FEB416FF25DAC24979E70;49.0;70;13
1043;2026-04-08 13:57:11;3E445DE1D082E73DFDC5E1B004D4DF0C320FD5F8B6C5CC4A1BF2335B77079CD9;54.0;70;13
1043;2026-04-08 13:57:16;F46A8511F6EBE2BA16487C0161D01DCC947754A16EE14CB2A8E2E5184BB40423;52.0;70;13
1043;2026-04-08 13:57:17;7890E778D442B1BD8BFFA80EE10246F695910F664116C256125B1C5C0BBA86FB;48.0;70;13
1043;2026-04-08 13:57:19;226A2DFF9AA178E825367F7405F42D8EFF841DF5844389FFE891E5FBE1BFA2F1;46.0;70;13
1043;2026-04-08 13:57:21;66D34FF3E4AA8DB5E95EFE9B686BB4BF68C6735E6992EDC817EF0DCD525DB76C;44.0;70;13
1043;2026-04-08 13:57:25;8489D8CD01FBEC52E1637152BC5D30E59C328C0583B4DCDF65E000B57ED947AD;44.0;70;13
1043;2026-04-08 13:57:34;3B9E2621A45DC79F985262CAC3D003B1CE475077BC7F249195288D620C512B67;67.0;70;13
1043;2026-04-08 13:57:39;BDC43187EF8B19A3F96860731D10D6282C0A0048AEA1C2F528F49CD7ECF712B7;59.0;70;13
1043;2026-04-08 13:57:43;578869381037D6F73FBD8B9565511C2CE42AB8913C8062249E86E2C780F43A90;56.0;70;13
1043;2026-04-08 13:57:46;10E7111BAB1ACE36A773EAC83CF24D64BAC4FB229779DC2F2370F92A402AC4C4;59.0;70;13
1043;2026-04-08 13:57:48;0F116221545D72A9DE156D8FAFE76A04259533077C1815504C65335C5C050200;58.0;70;13
1043;2026-04-08 13:57:50;D35F2367E31FC10DAD3C4A6BBA6AB52A8575F6FD8F7428A6C78557664CA9F22D;55.0;70;13
1043;2026-04-08 13:57:51;BE3AAC41FB478732E6EE07871B285A4C66057E8CB9F4D47714FC82FF9E8AA6D7;50.0;70;13
1043;2026-04-08 13:57:56;B6A7065ABDD9147223D0F4C40609732CEB8E35631B130AF8516E4ACBBDBCC93B;56.0;70;13
1043;2026-04-08 13:58:34;0473788121F804ADC1D592F3E5EFFA25E24846B1914AD8B478235F3A33489BA4;46.0;70;13
1043;2026-04-08 13:58:35;8163ECA49D3610A2402656BD7799C81851AB94955FB2917ECD0198F06929E0C6;49.0;70;13
1043;2026-04-08 13:58:40;6F9C868676A5A02CD6FA4D4B24FC0EC61B18E6543DF440375A2B0C8D7BDE6569;45.0;70;13
1043;2026-04-08 13:58:41;A3FC0852236691E9D7CE9A1B8B9C900764ADD09976038237B59E62EF2EA169E1;45.0;70;13
1043;2026-04-08 13:58:44;80F7A5367BF0B8CADC4C299EF54B2BD8CA2180E3AB1E5AF289A659508209F127;49.0;70;13
1043;2026-04-08 13:58:45;C0E06F3D89B71F4D04AED7B6EACB1AC6378D6977518CA8B49490D9C0BCC21F80;48.0;70;13
1043;2026-04-08 13:58:49;E4A8BBA6AE8B76EEF03AEACA18724A8EEF02171204621921B6A9F90DF2730B17;46.0;70;13
1043;2026-04-08 13:58:51;9695E683A18E5C43D47B31CF737DC6BCF9490E5520E13D631F42C486576A3968;43.0;70;13
1043;2026-04-08 13:58:52;5CA6432DC7C24DDA2B7D5F8BF9A5277E0728E970B6E13EACBCFD65CD0647B2CF;42.0;70;13
1043;2026-04-08 13:58:54;9EC2E66FB7DB8262354FCA9578AD109DAC2205CAD417B3CAE6545CE4FF5E242F;39.0;70;13
1043;2026-04-08 13:58:57;EB014C9D9A611BCFD0E140223220A2479200E7BA8F19486DBCC7F2C33F934E95;40.0;70;13
1043;2026-04-08 13:58:58;25581C80A5BE744B71B124EC5EAE59673D97EE920AB3D15B1F206BD2154395D2;39.0;70;13
1043;2026-04-08 13:58:59;F7D984BEBF3FF29F65E2BCAEB67D6B6BE1DB676DD4DA8219AE42F749619CB3AF;38.0;70;13
1043;2026-04-08 13:59:01;52CB1D6ED662E4B1500F38CC87C0ECFDB5102C856C25EB45D53D1B0824472CC6;39.0;70;13
1043;2026-04-08 13:59:02;94ED0C2F2CE28DDA2EC09F4C4FC7A0E7A8D2C3547B0C28B01B637A8686BD9B8F;39.0;70;13
1043;2026-04-08 13:59:03;EC6FCCACACD420D4D363289EF781C8D503734B2177299D0A816F419E26CA64D8;44.0;70;13
1043;2026-04-08 13:59:04;7DFA899F4CF0481ECEF750D56E0D14AB0C4717AAD56E0E5D68CC8C770407A700;44.0;70;13
1043;2026-04-08 13:59:06;B336D4D156708D90C0C62F0B26B12AAB20F4CFE231166079E6C4B0B17D7052EE;45.0;70;13
1043;2026-04-08 13:59:10;27F15C2F5272282F6BEB07D9D44B7C0151CA976F3A0FCAB181996F8F5E33791C;47.0;70;13
1043;2026-04-08 13:59:12;0C80000F3A5492E424A6CFD23AD9C40D8B5FC2734DEA5CA068FF5D8526A184D6;46.0;70;13
1043;2026-04-08 13:59:13;20F9A59CAE50D5B012EE41637930964E0482F8AF990F8F3EE7ABACF9CC8E2EE4;53.0;70;13
1043;2026-04-08 13:59:14;F5D03D742256089EAD033A1395BF05BB71542412B97DFFF4B6661F79AA55F793;55.0;70;13
1043;2026-04-08 13:59:16;EF8802587462FD53653496EA507E337D1BB679A246B83FDAAEAEC5CE58A2B722;50.0;70;13
1043;2026-04-08 13:59:18;4A134A6F042FE3A59309C8F89EBF25EF8702C54C1AAFA07139C4C6562E8E8A41;48.0;70;13
1043;2026-04-08 13:59:19;63C647BEEE4A54E9979BDDC7372B39393772B3FD5537FCB2504E5D69CBDEAD71;52.0;70;13
1043;2026-04-08 13:59:27;FF2EA4C9DAEEA834EC5AA78D59E4C241436F1AC07A79D92999A25E6A93E5F9B1;62.0;70;13
1043;2026-04-08 14:00:16;688F949F123F5FED6ADD583D09C51C9FAAEE27DA079FB5BF2A3D1A78DD8956D2;50.0;70;14
1043;2026-04-08 14:00:16;6C3255587B02175448A5F2BCE8C5E88FF1EDDF095078EB430D0E81EDD0DE79A3;53.0;70;14
1043;2026-04-08 14:00:24;05BA86C38E1E446B6B2C04E42BDD15B68E1CDFFF72C32B0307903D0B4BBB5975;42.0;70;14
1043;2026-04-08 14:00:25;F76EC02ADAD16F9600772ED94DC47B0A4732AABD3900806F89F1CCA0C13ACE45;44.0;70;14
1043;2026-04-08 14:00:27;850509C637A37274DE540586348BCFDBE5CB558AF18B92DF61935CABCFDE9B27;43.0;70;14
1043;2026-04-08 14:00:28;A63805337E7ACE7974D2F0AEEBAF6EC4F7DC844729294BE0042EE3912EDF5E6F;42.0;70;14
1043;2026-04-08 14:00:29;A3E44B0124DEA769AE7E5D5DF8E93E90CE70D0C37F457146155EFCD9F62F5F10;41.0;70;14
1043;2026-04-08 14:00:31;65C2991D3ECDBFDE9715BAF63F15FF9EFEC7A55088D6ADEAFB4284AE563E8E61;49.0;70;14
1043;2026-04-08 14:00:33;C62CAC0F18D9B9F7DBF38806388F0C53D1D5E3931E3A531B371E0B5DA29E4453;48.0;70;14
1043;2026-04-08 14:00:34;D22CFCF394BA91194796AD6FCB9134F66F41178D3C3D35DC411A4E79E608615C;50.0;70;14
1043;2026-04-08 14:00:37;CDBD3928F6AAA31C839BC7083151C209601F7F6C559AC7C0FD3A70AB259AD691;49.0;70;14
1043;2026-04-08 14:00:38;53B87C05217C7FCD2FBC31CD76CBE37B1C54AA37FDD2B8749836CD3FA5FBB6F1;56.0;70;14
1043;2026-04-08 14:00:40;1BFE5D880604C179111E163123D348E7853E1B26C61517809DE9DA2F5B6FF974;54.0;70;14
1043;2026-04-08 14:00:42;C307B35737015674E0B253DA8AF7177CCD31105DF42BC718C69C9834A8D3C709;61.0;70;14
1043;2026-04-08 14:00:46;1804445F3AC104A4CCAFD69178DA29DBF4C9BB5889E04F6A3ACA73C23C1E01D2;61.0;70;14
1043;2026-04-08 14:01:02;757583926745B56971559AA07AACCB6647187F351EC198C9BC06ECC307976FAE;58.0;70;14
1043;2026-04-08 14:01:58;44DB806194AC22BC56A67D045F7796A8FDE18D2B9F6BD5D56A7D2C9C62E7E5E1;51.0;70;14
1043;2026-04-08 14:02:00;B743D27C547A37C34AB2433183F78378C621D17C606047F4E2C16D48830046A9;46.0;70;14
1043;2026-04-08 14:02:01;1739B912533584A3A2EE139895B1A33A30B85F186186FE738DE2C15193640190;50.0;70;14
1043;2026-04-08 14:02:04;4774F04E54BFC41E889C55586DBD4A651DC597BDEAD61DEA3DFA36F4FE7E1374;48.0;70;14
1043;2026-04-08 14:02:05;3A9DB5A363491DCBFC2050D40AE4CAEAA992188BC43793E941BE306EA8CA9B00;50.0;70;14
1043;2026-04-08 14:02:06;130CCB2B752F8BEDBFDBEE59C4E905BEE0C17022C56E03778C3D049B89E2EDDA;47.0;70;14
1043;2026-04-08 14:02:08;4314A68D00CCFE87B4D939C3E6C4FA2C3C87BDE91E36F2419538C6A90E163D73;48.0;70;14
1043;2026-04-08 14:02:12;DB6322448FCE91C13F05B548B003B0C94ED7BB6B804F885DBA03D60A1DE5E9A4;50.0;70;14
1043;2026-04-08 14:02:16;0B3C3D575095EE723945A4F5460F5173D86A55097356F99001DC4170AAEC8293;51.0;70;14
1043;2026-04-08 14:02:18;EE4639896358ED811E1B1F7ED11EA572387E74CDCB58D245D3AC2EFFFE000F17;53.0;70;14
1043;2026-04-08 14:02:20;0C81FC46FF0AAD96937155ADA085EFA8CFAC06975B95F9C4AA7E5E22A32B06DD;58.0;70;14
1043;2026-04-08 14:02:26;4C56B5712170F095C7CCB240DB7CBD6D199D56E8FB75EE8056550A0636C8B27C;49.0;70;14
1043;2026-04-08 14:02:28;86A35B1D832EB8056DC74C34108B31443A55288D2F761CC016372B9E10FF9715;49.0;70;14
1043;2026-04-08 14:02:29;D84A1AF7186D13AD83D53D019A57E110049DECE08AB511E9D616E5E7BF5399E3;53.0;70;14
1043;2026-04-08 14:02:31;CBC4600598C2644A7C169B561FB556837C8D24D0F9D050E1509A9773D4922CA5;50.0;70;14
1043;2026-04-08 14:02:33;34FE5FC757899CFEE6BA1E056765F050D6FC2EB87C303EF9D6075381464A6D6A;51.0;70;14
1043;2026-04-08 14:02:34;AF1918613ED4B91C9362D18442CCD784998D52281DF2633928C71100687A02D3;54.0;70;14
1043;2026-04-08 14:02:40;0FFEFFA6AD171FC80BA18CAEB1DCACF55AEEAF46C104AE4D4692C7FD4180565A;45.0;70;14
1043;2026-04-08 14:02:41;D9116CDED65D3037B4EFBFC677B1FCDDA13013A529DF1659120CEB07F5FD286F;47.0;70;14
1043;2026-04-08 14:02:42;2CC76E26968A6517906743C741D32AEAA790BEC8DC0DAB7B321B06E4D29EF88D;48.0;70;14
1043;2026-04-08 14:03:35;FC56088C9188B93BF75D126F4E7A9AA68C2C11C7650E738F3ED6D1E95DE1CB44;44.0;70;14
1043;2026-04-08 14:03:38;8784806EE9DA3E7044BD9800BE634129ABADDB71CBC4FB8C30318E321CFDAA73;48.0;70;14
1043;2026-04-08 14:03:41;D225A8E1742767B634BED1CC690B0D2EF340CBF30DD6382132A5C60FCB969AB0;50.0;70;14
1043;2026-04-08 14:03:45;59E82F4CF91EE78581BFC0E73FCB0171599620DE0552719B30E64F07E89D6999;45.0;70;14
1043;2026-04-08 14:03:47;F64879EF54FC4827ADCD2A2655F74BE22B9F2EA16A9B0290B4EC09C65FB90661;41.0;70;14
1043;2026-04-08 14:03:48;284628EE0DCC4CCD7336E2694911364D43AC80CF9899CCFC48ADD8F40E95B5F1;45.0;70;14
1043;2026-04-08 14:03:50;CB09C8A15E138BBB99902A6BADF0BF921D5A3FDD78B21B07702196E7F6F36DA2;47.0;70;14
1043;2026-04-08 14:03:53;53E424B3B0D3C05810B0655D5F250F279E6083E6F1AB1C6C3FEA4DA74247F670;52.0;70;14
1043;2026-04-08 14:03:54;85EFAA60971EDE448116DBD1BAB2B16891202FC560117DCFF73DA134E5AEBF5F;55.0;70;14
1043;2026-04-08 14:03:57;3EB3AC5F2C38B9DC643B0289FFFBCF5BDC3B6589AF2EE07CECDB27F128BED4D5;50.0;70;14
1043;2026-04-08 14:04:00;40ED424B29A605EFD0DCB506DDB1BC83C736FE76F0395D3ACF33C497E1A51EF8;49.0;70;14
1043;2026-04-08 14:04:02;EC50747E455E1247EFF38C2F325C09A17CEEACD26681BCEFF6D73C2F719B1F90;54.0;70;14
1043;2026-04-08 14:04:09;C6F983162E6BB26EE79BCE4CFD26E04A98D4F1FA5ED5F075222BB6DD82D2229D;51.0;70;14
1043;2026-04-08 14:04:10;3069956C80D3625244241AD6AA5BFAD0C244E7FE3A68B3CBB536DE812A6D39B2;58.0;70;14
1043;2026-04-08 14:04:14;AFE6DF3A01D2E9DE7EE2FFDC9F2A597EEED20FE364193464450A0A41F646A542;54.0;70;14
1043;2026-04-08 14:04:15;ED92C2E8DE54449263F3FBEB85F6D619A99B8EFABEBF80AF64DAD84494E94DDC;54.0;70;14
1043;2026-04-08 14:04:19;F9A4D98A092BC3A9090EC43E7E03F121BE7EC973FD40818C26FF34A9BEB37B14;50.0;70;14
1043;2026-04-08 14:04:20;122E111F1F92DE91C93511BEB7126B96FB0A78C535B5C25235C35036FF2A0317;50.0;70;14
1043;2026-04-08 14:04:23;8E8990EB5F92F2A144A74F6B14059034900680AC5A3622AA660BA62541AB1083;50.0;70;14
1043;2026-04-08 14:04:25;F14348B9235AA70F8C5BFD59F3936DC8D16E2D23DBF82B16923CA0C3505B637F;50.0;70;14
1043;2026-04-08 14:04:25;6FD11D189755D6C1A2550DAE4B01918B2E7E26D6E9B8E401A919B72DFF98F9F7;50.0;70;14
1043;2026-04-08 14:04:27;52D9BA3A25ED3E52094366C43A3D90554E2E7874A15DB3B9E094B73A40838464;47.0;70;14
1043;2026-04-08 14:04:28;26C0B43D9F5B0316851BA7DF58E8B540D0F2CF06BCED8691C6CD498F10135B0A;44.0;70;14
1043;2026-04-08 14:04:29;B3CB59E4C14AE4D1F114332E24556560E2A2ABF6EEAB96ADFE6D40086C1BC122;41.0;70;14
1043;2026-04-08 14:04:30;A87FD50FC46F50C9B989DCC5D465FEE84511C9771D756E722436127102AA2F6F;39.0;70;14
1043;2026-04-08 14:04:33;1BAD0A641CC85CA00A31900B55D56C2BB2417DA990E32E4D0AED1618268149A7;38.0;70;14
1043;2026-04-08 14:04:34;9386DD19957BE7FB06237C3EC763C291E204DA0B4EDCFA816BF942CA565DFD57;38.0;70;14
1043;2026-04-08 14:04:36;4D031EAD561518C728A0154D71CD2AFDE77F286E8BE6EF774AB069919167222D;45.0;70;14
1043;2026-04-08 14:04:40;5CCE345A1AFFEBCFCEB0F33805B43E42F594D3B217BDD157B0D55F2C57AA875B;50.0;70;14
1043;2026-04-08 14:05:15;885988D1CAAB66943197494BE7C20A654A2669CF476601CF568734E4C855267A;52.0;70;14
1043;2026-04-08 14:05:22;462444804EC9E96115A6ABECA71A080C9749D5B4CC90C3AB658451F47F61B847;48.0;70;14
1043;2026-04-08 14:05:23;61E7A9ADCE8F2E697872B2D4C4BEAC75AB07A6B2F993554FD8763E0B76D57870;44.0;70;14
1043;2026-04-08 14:05:24;C822C1D8E165F4C859EAB29A8C30566876CF08F3A6BAAF0BBF1A1E00C3FE681C;44.0;70;14
1043;2026-04-08 14:05:26;8C09681A607F3132490A75223DF50015FDB9F511DF3ADFBB7105918711E5BF2E;51.0;70;14
1043;2026-04-08 14:05:30;B530C2D8EC0F9E8559B59DB4A9A2852A9DE9372AF99906715989C825163F20C7;52.0;70;14
1043;2026-04-08 14:05:38;CD3452BDF4EE1FF5FC0243C1487AE2FD3EE3A258E861F070EEC37E53EA6CBD58;62.0;70;14
1043;2026-04-08 14:06:04;F188744574744C439E0ED57EE7AB466A2D0AD8222D4F45FD6863C0C1B10DD87A;66.0;70;14
1043;2026-04-08 14:06:13;457AF6CBE134E6C25D2E6659E64EFCBF123AF5A803F7A9EF1BB9DC388801D807;58.0;70;14
1043;2026-04-08 14:06:16;749636A7AD5772846E34AB85677E433608D766B0A4868D43B75BCFFB903E484E;58.0;70;14
1043;2026-04-08 14:06:20;E4986087FBB46A8EC515B582A23303F8A0EC93E642482398C74C3BB162318C66;54.0;70;14
1043;2026-04-08 14:06:56;0D186D1A21E5F6CD97089648A6DE2E0AF91041732793B01968E9A029AF8E7552;51.0;70;14
1043;2026-04-08 14:06:59;049AC8D723B431CAC79D635A4DAEBEC96EB1009EAAFE673D252AA025C3AB3701;47.0;70;14
1043;2026-04-08 14:07:01;BEAEF50DD3D6EDF219C9481B5130D5E9C924EF11BD930BD83568FC7EF2D067DD;43.0;70;14
1043;2026-04-08 14:07:04;19D8FB595F6EEA1807D76B35F85AF7A5BB4FA04B15A729628C17E74EFD86946B;43.0;70;14
1043;2026-04-08 14:07:05;CE9B3304864E1078D33E81ECDEBC7032A1330D648920F79886BEB79171709006;44.0;70;14
1043;2026-04-08 14:07:08;D4AEEF1930E752FFF8123EF2C8078CCF2B3DD50BCF3861372B160C67BB27C264;47.0;70;14
1043;2026-04-08 14:07:11;F0B662007821A2AC9A94E423978A8FE32362815D5D4D2445484631897834BD74;42.0;70;14
1043;2026-04-08 14:07:12;2DEA3082F28B88132DCB63F070141FEB8F634D4F6668D8B59B1563164B3D5B07;42.0;70;14
1043;2026-04-08 14:07:14;58706B0797F1CB39DA448B58EC589B108AFDEAD8C272B64700676B7D0907648D;45.0;70;14
1043;2026-04-08 14:07:16;F9EF832742E082B091323F0F59A54ABC723062046AAD18A1927DB84280D57830;48.0;70;14
1043;2026-04-08 14:07:17;A572BF3CF6ECF60E923584731E1FCDA565488FBB6EF1876FF06F564E08A8F9AD;46.0;70;14
1043;2026-04-08 14:07:18;A2E3C8EE88B7013D7F8F2E0DEF97686B844F4A3E8B898C8D2DEF3932E623D3F3;50.0;70;14
1043;2026-04-08 14:07:20;F6D5DAF33E0A7C539FF2E27EC64CB375F135F1A5BDFA14DAE323F6AD1A631CDC;49.0;70;14
1043;2026-04-08 14:07:23;AC2133F8F1A1F70F54C74EE8C33AD716487880D453A1E611FC2A371188093456;56.0;70;14
1043;2026-04-08 14:07:27;F99378E5D671B025D6573629E1C98581D1CD262810F5E26270ADAF4345679190;48.0;70;14
1043;2026-04-08 14:07:30;20054F7CD5F13F4CEDC5C76FD13B2F3EB027495EF018B283951DB83E678D8587;47.0;70;14
